epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,6348.99,0.4157,0.28861,0.99837,0.84378,0.74563,0.8354,0.65865,0.91607,0.97224,1.63833,0.000958,0.000958,0.000958
139,6395.01,0.40866,0.28592,0.99208,0.83879,0.74874,0.83491,0.65832,0.91223,0.9683,1.6321,0.000892,0.000892,0.000892
140,6441.05,0.40218,0.28721,0.99278,0.8357,0.74647,0.83522,0.66025,0.91309,0.96557,1.63618,0.000826,0.000826,0.000826
141,6487.88,0.31014,0.1722,0.94574,0.83711,0.75743,0.83513,0.65933,0.90733,0.96135,1.63155,0.00076,0.00076,0.00076
142,6533.9,0.2997,0.16564,0.93769,0.83448,0.75181,0.83609,0.66009,0.90209,0.95777,1.62615,0.000694,0.000694,0.000694
143,6579.84,0.29693,0.16296,0.9297,0.82767,0.76056,0.83379,0.65926,0.90129,0.96236,1.63127,0.000628,0.000628,0.000628
144,6625.76,0.29209,0.16112,0.93079,0.8039,0.78398,0.83361,0.65942,0.90065,0.9684,1.63168,0.000562,0.000562,0.000562
145,6671.92,0.28946,0.15978,0.93382,0.80614,0.78253,0.83235,0.65866,0.89969,0.96785,1.63079,0.000496,0.000496,0.000496
146,6717.96,0.28378,0.15607,0.92907,0.80947,0.78108,0.83367,0.65884,0.89967,0.97534,1.63314,0.00043,0.00043,0.00043
147,6763.99,0.28303,0.15492,0.92899,0.8097,0.77952,0.83366,0.66001,0.89879,0.97618,1.63345,0.000364,0.000364,0.000364
148,6809.91,0.28107,0.15382,0.92302,0.81482,0.77412,0.83286,0.65941,0.8988,0.96819,1.63628,0.000298,0.000298,0.000298
149,6855.85,0.28047,0.1509,0.92676,0.81399,0.7761,0.83243,0.65927,0.89873,0.97007,1.63949,0.000232,0.000232,0.000232
150,6901.77,0.27642,0.14994,0.91846,0.81468,0.77571,0.83207,0.6589,0.89637,0.96952,1.63669,0.000166,0.000166,0.000166
